generation,leftchild,rightchild,abstime,betainit,betashift
5064000,Carex_stenantha_var_taisetsuensis|SAK|spm00006798,NA,32.585,1.42635,0.000344391
5064000,Carex_sempervirens_ssp_sempervirens|SWI|spm00000540,NA,31.3969,0.481265,0.0601191
5064000,Carex_bromoides|WIS|spm00002284,NA,27.2051,0.151425,-0.0158782
5064000,Carex_runssoroensis|UGA|spm00000227,NA,34.0633,0.697073,-0.00234749
5064000,Carex_dissitiflora|JAP|spm00007871,NA,29.1489,0.46648,-0.023406
5065000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,408.356,0.109369
5065000,Carex_microcarpa|COR|spm00007912,Carex_bequaertii_ssp_bequaertii|KEN|spm00000176,32.3953,1.25073,-0.016244
5065000,Carex_hispida|KRI|spm00000549,NA,33.8454,0.907399,0.0244121
5065000,Carex_caryophyllea|SPA|spm00002063,NA,33.886,0.910536,-0.00468545
5065000,Carex_inops_ssp_heliophila||NCBI_Marriott_2795,NA,34.0235,1.46615,-0.0187234
5065000,Carex_fritschii|HUN|spm00002174,NA,33.2417,3.02276,-0.0203316
5065000,Carex_lenta|KOR|NCBI_Jung_2368,NA,32.1719,0.677957,-0.017903
5065000,Carex_enervis||NCBI_Ho_2089,NA,34.0058,0.259632,0.00750102
5065000,Carex_killickii|NAT|spm00007793,NA,33.8505,0.108801,-0.0443232
5066000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,408.356,0.109369
5066000,Carex_microcarpa|COR|spm00007912,Carex_bequaertii_ssp_bequaertii|KEN|spm00000176,32.3953,0.464962,0.00572401
5066000,Carex_stenantha_var_taisetsuensis|SAK|spm00006798,NA,30.9102,2.06538,-0.0269784
5066000,Carex_phacota|KOR|spm00000344,NA,33.8863,0.337087,-0.119303
5066000,Carex_inops_ssp_heliophila||NCBI_Marriott_2795,NA,33.7021,2.067,-0.0187234
5066000,Carex_fritschii|HUN|spm00002174,NA,32.6246,1.86342,-0.0203316
5066000,Carex_divulsa|NET|spm00004392,NA,33.4014,0.749362,0.0105405
5066000,Carex_albata|JAP|spm00005254,NA,32.4215,3.08489,0.0111232
5066000,Carex_enervis||NCBI_Ho_2089,NA,34.0058,0.36887,0.00750102
5066000,Carex_gibba|CHH|spm00005244,NA,30.6468,0.233184,-0.0398824
5067000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,410.783,0.105023
5067000,Carex_blanda|TEN|spm00001819,NA,33.093,1.41553,-0.0437312
5068000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,403.346,0.118194
5069000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,403.346,0.118194
5070000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,421.849,0.118194
5070000,Carex_fuscula|CLC|spm00004370,NA,34.134,0.909,-0.039393
5070000,Carex_microcarpa|COR|spm00007912,NA,32.8196,0.0627189,-0.0292383
5070000,Carex_tristachya_var_tristachya|CHS|spm00000132,NA,32.5227,1.18521,0.0199628
5070000,Carex_rochebrunii|CHT|spm00006409,NA,33.4728,1.27517,0.0245779
5070000,Carex_arctiformis|BRC|spm00001851,NA,34.1613,3.49609,0.073999
5070000,Carex_obtusata|MAN|spm00001107,NA,31.5654,0.634514,-0.00882572
5070000,Carex_baldensis|SWI|spm00005242,NA,31.4843,0.107514,-0.0585989
5070000,Carex_bostrychostigma|JAP|spm00003784,Carex_dissitiflora|JAP|spm00007871,23.5856,2.18647,-0.0475859
5071000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,416.315,0.165809
5071000,Carex_bohemica|FIN|spm00002276,NA,33.7451,1.67605,0.0179417
5072000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,416.315,0.150826
5073000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,418.691,0.156749
5073000,Carex_burkei|CPP|spm00007785,NA,32.8976,1.40626,0.130709
5074000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,426.369,0.153635
5075000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,413.817,0.153635
5075000,Carex_integra|CAL|spm00000977,NA,32.9781,2.3751,-0.0396029
5075000,Carex_pseudocuraica|CH|spm00002605,NA,33.4508,0.176037,-0.0942208
5076000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,399.823,0.131324
5077000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,409.509,0.131324
5078000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,416.434,0.131324
5078000,Carex_cumberlandensis|ARK|spm00000817,NA,33.887,0.0178956,0.05723
5078000,Carex_ludwigii|NAT|spm00003207,NA,30.3361,1.04169,-0.018264
5079000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,401.303,0.134804
5079000,Carex_laeviculmis|CAL|spm00001397,NA,33.9637,0.773967,-0.0552665
5080000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,403.133,0.134804
5080000,Carex_pauciflora|ASK|spm00001142,NA,31.7175,1.15979,-0.0320692
5080000,Carex_assiniboinensis|MAN|spm00000722,NA,28.202,0.300251,-0.00739267
5081000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,405.034,0.125332
5082000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,395.2,0.154433
5082000,Carex_castanea|NFL|spm00001479,NA,34.0331,1.59976,-0.0341714
5082000,Carex_abscondita|MRY|spm00000676,NA,32.8351,0.13846,-0.151908
5082000,Carex_depauperata|YUG|spm00000574,NA,30.4333,1.39297,-0.0930998
5082000,Carex_tomentosa|SPA|spm00000568,NA,30.0831,0.943296,0.0353341
5082000,Carex_pachystachya|ASK|spm00001864,NA,33.8247,0.598616,0.0631877
5082000,Carex_pauciflora|ASK|spm00001142,NA,33.3381,0.158545,0.0654734
5083000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,391.451,0.154433
5083000,Carex_pilosa|YUG|spm00000563,NA,33.9348,3.30813,-0.0073096
5083000,Carex_albata|JAP|spm00005254,NA,33.0156,0.154371,0.0280035
5083000,Carex_longicruris|EHM|spm00005770,NA,31.2078,3.18053,-0.00830824
5083000,Carex_pachystachya|ASK|spm00001864,NA,33.0487,0.282769,0.0631877
5083000,Carex_pauciflora|ASK|spm00001142,NA,33.3303,0.0795134,0.0654734
5083000,Carex_phyllostachys|TUR|spm00005164,NA,32.6604,1.00741,-0.00572432
5084000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,401.12,0.154433
5084000,Carex_multicostata|CAL|spm00001093,NA,33.0623,0.162224,0.014072
5084000,Carex_lancea|CPP|spm00003764,NA,29.8089,1.28562,0.0376771
5085000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,428.574,0.154433
5085000,Carex_nervina|CAL|spm00001840,NA,34.0309,0.894959,0.00457079
5085000,Carex_zotovii||spm00004411,NA,33.5518,0.0282582,0.0729061
5086000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,428.574,0.154433
5086000,Carex_scabrata|QUE|NCBI_Waterway_3706,NA,31.4362,2.54882,0.0979854
5086000,Carex_parryana|ASK|spm00001634,NA,33.839,0.118492,0.0476176
5086000,Carex_laxiculmis_var_laxiculmis|PEN|spm00001403,NA,33.5029,3.27602,0.011609
5086000,Carex_pedunculata|MAS|spm00001147,NA,27.5926,1.28085,0.0431796
5086000,Carex_pyrenaica|SPA|spm00000582,NA,32.4793,0.656965,0.00610861
5087000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,412.73,0.154433
5087000,Carex_pallens|FIN|spm00004388,NA,34.024,0.99581,-0.058727
5087000,Carex_macrolepis|ITA|spm00000536,NA,34.1509,0.230421,-0.0334808
5088000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,417.176,0.209334
5088000,Carex_rhizina_ssp_rhizina|AUT|spm00002182,NA,33.9271,1.76525,0.0836517
5089000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,417.176,0.115242
5090000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,409.351,0.134759
5091000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,437.863,0.137618
5092000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,396.927,0.114127
5093000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,414.576,0.152854
5093000,Carex_debilis|OKL|spm00000863,NA,33.0563,0.667778,-0.0776802
5093000,Carex_perraudieriana|CNY|spm00004346,NA,33.5402,0.317332,0.0123962
5093000,Carex_microcarpa|COR|spm00007912,Carex_bequaertii_ssp_bequaertii|KEN|spm00000176,32.3893,0.209476,0.077412
5093000,Carex_brunnea|CHC|spm00007866,NA,25.9229,2.87318,-0.0479125
5093000,Carex_sectoides|NZ|NCBI_AUTHOR_Gardner_306,Carex_secta|NZ|NCBI_Waterway_3650,31.4962,0.98747,-0.00946346
5093000,Carex_enervis||NCBI_Ho_2089,NA,33.6656,0.0564221,0.00978806
5093000,Carex_colensoi|NZ|NCBI_AUTHOR_Gardner_328,NA,31.5154,2.43504,-0.0582509
5093000,Carex_multispiculata|NAT|spm00003765,NA,29.7293,1.82844,0.023994
5093000,Carex_roraimensis||NCBI_Reznicek_3159,NA,34.0708,0.770701,-0.00505606
5094000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,414.576,0.152854
5094000,Carex_debilis|OKL|spm00000863,NA,33.2096,0.85984,-0.0596841
5094000,Carex_microcarpa|COR|spm00007912,Carex_bequaertii_ssp_bequaertii|KEN|spm00000176,32.3893,0.190864,0.0440303
5094000,Carex_stenostachys|JAP|spm00006689,NA,32.0553,0.0794327,0.0349384
5094000,Carex_sectoides|NZ|NCBI_AUTHOR_Gardner_306,Carex_secta|NZ|NCBI_Waterway_3650,32.2388,0.875071,-0.00946346
5094000,Carex_fracta|CAL|spm00000896,NA,33.1684,0.998304,-0.00894693
5094000,Carex_enervis||NCBI_Ho_2089,NA,33.7921,0.0977404,0.00978806
5094000,Carex_multispiculata|NAT|spm00003765,NA,29.0372,4.34005,0.023994
5095000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,403.311,0.114108
5095000,Carex_divisa|MRY|spm00002064,NA,27.7326,1.39279,0.0275844
5095000,Carex_ciliatomarginata|CH|NCBI_Jin_2300,NA,32.6644,0.555633,0.0472562
5096000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,410.868,0.109974
5096000,Carex_stenophylla|HUN|spm00002178,NA,33.0883,0.0779535,-0.0776482
5096000,Carex_colensoi|NZ|NCBI_AUTHOR_Gardner_328,Carex_kaloides|NZ|NCBI_AUTHOR_Gardner_321,30.0615,0.727246,0.049262
5096000,Carex_rupestris|FRA|spm00005213,NA,31.4026,0.0354726,-0.0360869
5096000,Carex_nardina|QUE|spm00001510,NA,32.3901,0.41827,-0.0430499
5096000,Carex_traiziscana|JAP|spm00006095,NA,33.3707,2.30952,0.040061
5097000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,423.996,0.134349
5097000,Carex_divisa|MRY|spm00002064,NA,29.4851,0.513331,-0.0178733
5098000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,406.296,0.14332
5098000,Carex_divisa|MRY|spm00002064,NA,29.1869,0.256785,0.0575008
5098000,Carex_colensoi|NZ|NCBI_AUTHOR_Gardner_328,Carex_kaloides|NZ|NCBI_AUTHOR_Gardner_321,30.0402,1.52127,0.049262
5099000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,406.296,0.14332
5099000,Carex_colensoi|NZ|NCBI_AUTHOR_Gardner_328,Carex_kaloides|NZ|NCBI_AUTHOR_Gardner_321,29.9863,2.42707,0.00891835
5100000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,411.013,0.105287
5100000,Carex_microcarpa|COR|spm00007912,Carex_bequaertii_ssp_bequaertii|KEN|spm00000176,32.3289,0.282814,0.0296983
5100000,Carex_sectoides|NZ|NCBI_AUTHOR_Gardner_306,Carex_secta|NZ|NCBI_Waterway_3650,31.2586,0.483026,0.0449189
5101000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,418.088,0.138633
5101000,Carex_microcarpa|COR|spm00007912,Carex_bequaertii_ssp_bequaertii|KEN|spm00000176,32.3289,2.95195,0.0296983
5101000,Carex_hystericina|ARK|spm00001081,NA,33.4283,0.73204,0.112943
5101000,Carex_falcata|CHC|spm00005715,NA,32.6781,0.695537,0.00524631
5101000,Carex_rhizina_ssp_rhizina|AUT|spm00002182,NA,33.6188,0.903737,-0.0410022
5101000,Carex_sectoides|NZ|NCBI_AUTHOR_Gardner_306,Carex_secta|NZ|NCBI_Waterway_3650,32.7023,0.809327,0.0449189
5102000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,419.306,0.117991
5102000,Carex_pichinchensis|ECU|spm00000538,NA,33.7047,0.726907,-0.0186633
5103000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,421.658,0.154478
5104000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,413.067,0.159115
5104000,Carex_oligosperma|NWH|spm00001112,NA,33.9452,0.622787,-0.0370377
5104000,Carex_metallica|JAP|NCBI_AUTHOR_Senni_586,NA,30.7154,2.01488,0.0110758
5104000,Carex_colensoi|NZ|NCBI_AUTHOR_Gardner_328,NA,32.692,1.87631,-0.0720878
5105000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,403.34,0.159115
5105000,Carex_leersii|NET|spm00004394,NA,33.0615,0.693102,-0.0348711
5106000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,416.248,0.159115
5107000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,428.82,0.135946
5108000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,415.01,0.135946
5108000,Carex_elongata|RUC|spm00005949,NA,31.3534,2.5536,0.0506504
5108000,Carex_satsumensis|TAI|spm00005838,NA,31.102,0.0140297,-0.0328677
5109000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,433.931,0.0961857
5109000,Carex_scopulorum_var_prionophylla|WAS|spm00004556,NA,34.0666,2.5454,0.0215668
5109000,Carex_microcarpa|COR|spm00007912,Carex_bequaertii_ssp_bequaertii|KEN|spm00000176,32.4096,0.785037,0.0587031
5109000,Carex_durieui|SPA|spm00004386,NA,31.7391,0.128864,0.0107588
5109000,Carex_metallica|JAP|NCBI_AUTHOR_Senni_586,NA,29.9172,1.76614,0.0110758
5109000,Carex_sectoides|NZ|NCBI_AUTHOR_Gardner_306,Carex_secta|NZ|NCBI_Waterway_3650,32.0387,1.53719,-0.0603716
5109000,Carex_praticola|COL|spm00001163,NA,33.9814,0.316407,-0.0274946
5109000,Carex_pachygyna|JAP|spm00002558,NA,32.9233,0.276601,0.0107824
5110000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,417.077,0.117991
5110000,Carex_depauperata|YUG|spm00000574,NA,33.0235,0.986813,-0.018454
5110000,Carex_sectoides|NZ|NCBI_AUTHOR_Gardner_306,Carex_secta|NZ|NCBI_Waterway_3650,30.3149,1.94637,-0.0861218
5110000,Carex_ludwigii|NAT|spm00003207,NA,28.0536,0.245793,-0.0293799
5110000,Carex_satsumensis|TAI|spm00005838,NA,21.5637,0.861146,-0.00945765
5111000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,424.658,0.117991
5111000,Carex_dipsacea|NZS|NCBI_AUTHOR_Gardner_338,NA,34.0141,0.306481,0.0342514
5111000,Carex_sectoides|NZ|NCBI_AUTHOR_Gardner_306,Carex_secta|NZ|NCBI_Waterway_3650,31.659,2.46516,-0.0861218
5111000,Carex_ludwigii|NAT|spm00003207,NA,29.1691,0.12682,-0.0293799
5112000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,421.804,0.117991
5112000,Carex_sectoides|NZ|NCBI_AUTHOR_Gardner_306,Carex_secta|NZ|NCBI_Waterway_3650,32.1825,1.08627,-0.0142431
5112000,Carex_gibba|CHH|spm00005244,NA,33.2249,2.01118,0.0451219
5112000,Carex_ludwigii|NAT|spm00003207,NA,28.0089,0.106205,-0.0293799
5112000,Carex_dissitiflora|JAP|spm00007871,NA,30.0669,1.3047,0.000305322
5112000,Carex_dissitiflora|JAP|spm00007871,NA,32.8443,0.235772,-0.0478664
5113000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,395.068,0.117991
5113000,Carex_sectoides|NZ|NCBI_AUTHOR_Gardner_306,Carex_secta|NZ|NCBI_Waterway_3650,31.5134,0.884059,-0.0142431
5113000,Carex_pulicaris|GRB|spm00005180,NA,32.7084,0.529193,-0.0473985
5114000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,396.283,0.117991
5114000,Carex_albata|JAP|spm00005254,NA,33.2584,0.261417,-0.0218551
5115000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,396.283,0.117991
5115000,Carex_gracilescens|KTY|spm00000927,NA,33.4262,1.2189,-0.0339495
5115000,Carex_glomerabilis|CPP|spm00000194,NA,32.6178,0.099913,-0.00443746
5115000,Carex_foenea|BRC|spm00002000,NA,34.0474,0.0373329,-0.0171872
5115000,Carex_pachygyna|JAP|spm00002558,NA,32.3628,0.39762,0.0284607
5116000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,409.848,0.133581
5117000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,398.938,0.146906
5117000,Carex_aterrima_ssp_medwedewii|TCS|spm00003468,NA,34.0892,0.45779,-0.117753
5118000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,402.687,0.146906
5118000,Carex_rhizina_ssp_rhizina|AUT|spm00002182,NA,33.7237,1.09712,0.0202146
5118000,Carex_ludwigii|NAT|spm00003207,NA,32.0771,0.0604247,-0.0462922
5119000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,392.622,0.146906
5120000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,404.855,0.149836
5120000,Carex_foetida|SWI|spm00000565,NA,33.5506,0.492397,-0.0131846
5120000,Carex_albata|JAP|spm00005254,NA,30.1551,0.253776,-0.00852993
5120000,Carex_bostrychostigma|JAP|spm00003784,NA,29.4266,0.0146447,0.0629306
5121000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,418.62,0.176264
5121000,Carex_ventosa|NZ|NCBI_AUTHOR_Gardner_312,NA,33.825,1.09442,-0.0159872
5122000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,398.106,0.176264
5122000,Carex_anthoxanthea|WAS|spm00001568,NA,29.7008,2.37948,0.0222548
5123000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,403.465,0.176264
5124000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,431.963,0.107007
5125000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,427.299,0.146906
5125000,Carex_careyana|KTY|spm00001401,NA,32.5381,0.159261,-0.0661764
5125000,Carex_lurida|FLA|spm00001082,NA,31.703,0.539467,0.060561
5125000,Carex_filipes|JAP|NCBI_Waterway_3666,NA,31.5533,0.157582,-0.0410579
5125000,Carex_borealipolaris|MNT|spm00001831,NA,33.4321,0.26003,0.0699974
5126000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,420.813,0.115219
5126000,Carex_sectoides|NZ|NCBI_AUTHOR_Gardner_306,Carex_secta|NZ|NCBI_Waterway_3650,30.9523,2.32502,0.0517068
5126000,Carex_ciliatomarginata|CH|NCBI_Jin_2300,NA,33.3875,0.0229465,0.0418916
5127000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,398.352,0.115219
5127000,Carex_pudica|JAP|spm00006673,NA,33.5158,0.0587151,-0.0718488
5127000,Carex_traiziscana|JAP|spm00006095,NA,33.3999,0.297686,-0.0311006
5127000,Carex_tenuiculmis|NZS|NCBI_AK_311164,NA,33.7026,0.349139,0.0210447
5128000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,423.091,0.15959
5128000,Carex_microcarpa|COR|spm00007912,Carex_bequaertii_ssp_bequaertii|KEN|spm00000176,32.2914,1.09171,0.00207711
5128000,Carex_manhartii|GEO|spm00001761,NA,32.9335,0.435377,0.0557709
5128000,Carex_sectoides|NZ|NCBI_AUTHOR_Gardner_306,Carex_secta|NZ|NCBI_Waterway_3650,32.9487,1.03198,0.0322659
5128000,Carex_rupestris|FRA|spm00005213,NA,32.3033,0.446957,0.000744017
5128000,Carex_spartea|NAT|spm00007814,NA,31.9722,0.260066,-0.0190437
5129000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,423.091,0.15959
5129000,Carex_aperta|BRC|spm00001842,NA,33.5559,3.3452,0.0226235
5129000,Carex_microcarpa|COR|spm00007912,Carex_bequaertii_ssp_bequaertii|KEN|spm00000176,32.2914,0.226976,0.00207711
5129000,Carex_careyana|KTY|spm00001401,NA,32.5431,0.266944,-0.0661764
5129000,Carex_sectoides|NZ|NCBI_AUTHOR_Gardner_306,Carex_secta|NZ|NCBI_Waterway_3650,33.0697,1.05694,0.0322659
5129000,Carex_rupestris|FRA|spm00005213,NA,28.8123,0.17895,-0.0134524
5130000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,419.046,0.15959
5130000,Carex_pichinchensis|ECU|spm00000538,NA,32.9892,3.87314,-0.02766
5130000,Carex_agastachys|AUT|spm00001197,NA,33.4512,0.575226,-0.0411693
5130000,Carex_microcarpa|COR|spm00007912,Carex_bequaertii_ssp_bequaertii|KEN|spm00000176,32.404,0.232197,-0.0136565
5130000,Carex_pudica|JAP|spm00006673,NA,32.7345,0.0633654,-0.0718488
5130000,Carex_sectoides|NZ|NCBI_AUTHOR_Gardner_306,Carex_secta|NZ|NCBI_Waterway_3650,32.8152,2.18026,-0.0406912
5131000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,430.727,0.15959
5131000,Carex_microcarpa|COR|spm00007912,Carex_bequaertii_ssp_bequaertii|KEN|spm00000176,32.404,0.271027,-0.0136565
5131000,Carex_fulvorubescens|JAP|spm00006431,NA,31.0104,2.89297,0.035368
5131000,Carex_kitaibeliana|YUG|spm00000539,NA,34.1221,0.893307,0.0424565
5131000,Carex_brunnea|CHC|spm00007866,NA,30.5931,0.260588,-0.0140573
5131000,Carex_stenophylla|HUN|spm00002178,NA,32.0435,1.43066,0.00537123
5131000,Carex_stenophylla|HUN|spm00002178,NA,33.5349,0.388121,-0.0320883
5131000,Carex_sectoides|NZ|NCBI_AUTHOR_Gardner_306,Carex_secta|NZ|NCBI_Waterway_3650,31.768,2.90914,-0.0406912
5131000,Carex_kaloides|NZ|NCBI_AUTHOR_Gardner_321,NA,32.7554,0.962693,-0.0625486
5132000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,406.643,0.175592
5133000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,406.643,0.175592
5134000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,406.643,0.182773
5134000,Carex_laeviconica|TEN|spm00001887,NA,32.8751,0.418923,0.00932477
5134000,Carex_lancea|CPP|spm00003764,NA,28.5893,0.625901,-0.0712615
5135000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,410.591,0.182773
5135000,Carex_filicina|VIE|spm00007873,NA,31.8727,1.14636,0.01136
5136000,Carex_kiotensis|JAP|NCBI_AUTHOR_Senni_584,Carex_okamotoi|KOR|NCBI_Hoshino_2100,0,423.601,0.139472
